,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved,month,day,year,report_minus_crash,arrival_minus_crash,arrival_minus_report,no_automobile,hour,route:from,route:to,cause1,cause2
245,"['AKR', 'OWO']",300M OPP COOP HOUSE,FGB 716 XA & CX 874 PHC,2 CAR,COM & PVT,TYT & MERCEDESE BENZ,PREVIA & BENZ,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,10.0,8,18,2018,120,240,120,2,16,AKR,OWO,BFL,
246,"['ORE', 'LAG']",KM 9 MIMIKO FARM AXIS,NO NOS & XZ 347 MUS,2 TRL,2 COM,MAN DIESEL &  DAF,2 TRL,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,1,8,2018,1440,1920,480,2,7,ORE,LAG,SOS,SPV
247,"['ORE', 'KTP']",KM 17 AGBABU,MT 134 KJA & BDR 599 AA,2 CAR,2 PVT,2 TYT,PREVIA & AVENSIS,5.0,3.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,11.0,3,8,2018,840,1800,960,2,17,ORE,KTP,SPV,
248,"['ORE', 'BEN']",KM 13 PARADISE AXIS,FKJ 738 EH,CAR,PVT,MAZDA,323,2.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,7.0,12,8,2018,1260,1980,720,1,18,ORE,BEN,BFL,
249,"['ORE', 'LAG']",KM 17 NAROWI,NO NOS,BUS,COM,TYT,HIACE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,18.0,8,13,2018,120,480,360,1,14,ORE,LAG,SPV,
250,"['ORE', 'LAG']",KM 22 OMOTOSO,HIT & RUN,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8,17,2018,1080,1500,420,0,9,ORE,LAG,SPV,
251,"['ORE', 'BEN']",KM 37 B4 MILITARY CHECK POINT,NO NOS,BIKE,COM,HAOJUE,SUZUKI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8,18,2018,900,1860,960,1,17,ORE,BEN,SPV,
252,"['ORE', 'LAG']",KM 8 MTN MAST,AWK 229 XA & EKY 574 FA,BUS & CAR,COM & PVT,2 TYT,HIACE & COROLLA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,13.0,8,19,2018,600,1140,540,2,19,ORE,LAG,SPV,PULL
253,"['ORE', 'BEN']",KM 2 SOKA BRIDGE,BEN 444 XY & AGL 617 XR,TNK & BUS,2 COM,MACK & TYT,TNK & HIACE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8,21,2018,60,180,120,2,11,ORE,BEN,SPV,
254,"['ORE', 'LAG']",KM 50 B4 SAMFAS ONIPARAGA,GBA 260 XA,BUS,COM,TYT,PICNIC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,9.0,8,21,2018,300,900,600,1,14,ORE,LAG,SPV,
255,"['OWO', 'AKR']",KM 2 NASFAT JUNCTION,XR 720 EKY,BUS,COM,TYT,HIACE,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,0.0,20.0,2,8,2018,600,720,120,1,5,OWO,AKR,SPV,LOC
256,"['OWO', 'T/SHIP']",KM 2 RAINBOW JUNT. OKE OGUN RD.,WWW 299 WX & WWW 164 QA,2 BIKE,2 COM,2 BAJAJ,2 BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,8,2018,0,60,60,2,12,OWO,T/SHIP,SPV,OBS
257,"['OWO', 'IFON']",KM 2 SHAGARI VILLAGE,KJA 190 EF & BEN 922 XC,CAR & TRK,PVT &  COM,TYT & BENZ,CAMRY & TRK,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,4,8,2018,300,480,180,2,23,OWO,IFON,SPV,LOC
258,"['OWO', 'AKR']",KM 6 ASAGUN JUNCTION,FKJ 882 XR,TRK,COM,DAF,TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,11,8,2018,480,780,300,1,7,OWO,AKR,SPV,WOV
259,"['OWO', 'AKR']",KM 1 NASFAT JUNCTION,KUJ 531 XT,TRK,COM,DAF,TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,8,17,2018,180,360,180,1,16,OWO,AKR,SPV,MDV
260,"['OWO', 'AKR']",KM 13 AMURIN MRK,WWW 722 XA & FFF 768 AA,2 CAR,PVT &  COM,NISSAN & RENAULT,MICRA & MEGANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,8,17,2018,300,840,540,2,19,OWO,AKR,SPV,
261,"['OWO', 'AKR']",KM 16 AFTER AMURIN,AGL 917 ET,BUS,COM,TYT,HIACE,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,14.0,8,21,2018,120,420,300,1,6,OWO,AKR,SPV,TBT
262,"['IKR', 'OWO']","KM 4 OPP BLUE HOUSE, AKUNGBA",SUA  604 WH,BIKE,COM,BAJAJ,BOXERS,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,8,13,2018,240,660,420,1,12,IKR,OWO,SPV,
263,"['IKR', 'AJOWA']",160M OPP ROCKYSON HOTEL,NO NOS & HIT & RUN,BIKE,COM,BOXERS,BAJAJ,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8,19,2018,420,660,240,1,19,IKR,AJOWA,SPV,
264,"['IKR', 'OWO']",109 M OPP ECO BANK,KAK 534 UN & JTA 142 XA,BIKE & BUS,2 COM,BOXERS & TYT,BAJAJ & HIACE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8,21,2018,180,360,180,2,21,IKR,OWO,SPV,
265,"['OND', 'IFE']",KM 4 OKIGBO,NO NOS,BIKE,COM,BOXERS,BOXERS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,8,2018,1080,1800,720,1,18,OND,IFE,SPV,
266,"['OND', 'ORE']",KM 18 IGUSHI,FKJ 896 XA,CAR,COM,TYT,PREVIA,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,12,8,2018,3180,4140,960,1,5,OND,ORE,SPV,
267,"['OND', 'AKR']",KM 9 AKURE GARAGE,BDR 258 AA,CAR,PVT,V/WAGEN,GOLF,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8,14,2018,1440,2040,600,1,7,OND,AKR,SPV,
268,"['OND', 'ORE']",KM 21 AWOYAYA,ABH 67 RC & AKR 481 XA,CAR & BUS,PVT &  COM,NISSAN & TYT,ALMERA  & HIACE,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,8,20,2018,480,1200,720,2,21,OND,ORE,SPV,
269,"['OND', 'ORE']",LIYETU,MUS 639 DC & OHC 140 XD,BUS & CAR,PVT &  COM,TYT & MAZDA,SIENNA & 626,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,8,24,2018,480,1560,1080,2,11,OND,ORE,SPV,
270,"['OND', 'AKR']",ITANLA,AAB 646 QF,BIKE,COM,HONDA,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8,27,2018,1680,2400,720,1,21,OND,AKR,SPV,
271,"['OND', 'AKR']",OPP MFM,LSD 143 BP,CAR,COM,TYT,CAMRY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8,29,2018,960,1560,600,1,10,OND,AKR,SPV,
272,"['IFON', 'OWO']",GODSON FILLING STATION,KSF 86 FE,CAR,PVT,HONDA,CRV,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,3,8,2018,600,1200,600,1,17,IFON,OWO,SPV,LOC
273,"['IFON', 'OWO']",ALONG OMI ALAFIA,JJT 508 XB & NO NOS,CAR & BIKE,2 COM,TYT & QLINK,PREVIA & BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,8,18,2018,600,1200,600,2,17,IFON,OWO,SPV,
274,"['IFON', 'OWO']",ALONG CAC CHURCH,XB 304 FKA,TRK,COM,DAF,TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8,18,2018,600,1200,600,1,17,IFON,OWO,SPV,
275,"['AKR', 'OWO']",KM 2 HIGH SCHL JUCNT.,"AG 767 LEL, KTU 220 BE & NO NOS",2 CAR & JEEP,3 PVT,"MAZDA, TYT & V/WAGEN","626, HIGHLANDER & GOLF",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,5,7,2018,120,240,120,3,9,AKR,OWO,SPV,
276,"['AKR', 'OWO']",KM 18 OGBESE,"JMU 73 XA, NO NOS & AX 389 GYA","BUS, TRACTOR & TRK",3 COM,"TYT, TRACTOR & DAF","BUS, TRACTOR & TRK",6.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,8.0,19.0,1.0,0.0,0.0,20.0,7,15,2018,1380,1500,120,3,3,AKR,OWO,WOV,SPV
277,"['AKR', 'IPT']",KM 10 ACAD ,LND 551 XD & AGL 763 XE,2 P/UP,2 COM,TYT & MITS,DYNA & CABSTAR,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,7,24,2018,300,600,300,2,12,AKR,IPT,SPV,WOV
278,"['AKR', 'OND']",KM 8 OWENA CANTOMENT,XW 321 FKJ & NO NOS,TRK & BIKE,2 COM,MACK & BIKE,TRK & BIKE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,7,28,2018,420,3660,3240,2,15,AKR,OND,ROV,
279,"['AKR', 'IPT']",KM 15 IGBARA OKE JUCNTION,AZ 891 XA & XZ 617 JJJ,BUS & CAR,2 COM,2 TYT,HIACE & PREVIA,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,7,29,2018,600,1500,900,2,21,AKR,IPT,SLV,FTQ
280,"['ORE', 'BEN']",KM 28 OFOSU AXIS,HIT & RUN  & MUS 04 XC,BUS,PVT,MAZDA ,BUS,1.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,11.0,1,7,2018,300,600,300,1,12,ORE,BEN,SPV,
281,"['ORE', 'LAG']",KM 2 B4 MTN MAST,YA 842 FKJ ?& NO NOS,TRL & BIKE,2 COM,MACK &  BAJAJ,TRL  & BOXERS,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8,7,2018,900,1140,240,2,20,ORE,LAG,SPV,DGD
282,"['ORE', 'BEN']",KM 29 OFOSU AXIS,NO NOS,TRL,COM,MACK,TNK,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10,7,2018,2820,4260,1440,1,16,ORE,BEN,SPV,
283,"['ORE', 'BEN']",KM 35 OFOSU BRIDGE,NO NOS,BUS,COM,TYT,SIENNA,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,7,15,2018,60,1500,1440,1,16,ORE,BEN,SPV,
284,"['ORE', 'BEN']",KM 22 ASEJIRE BRIDGE,"FRN 901 ZA, NO NOS & KRD 802 XP",2 CAR & TRL,3 COM,"TYT, NISSAN & MACK","PREVIA, PATROL & TRL",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,7,15,2018,60,300,240,3,18,ORE,BEN,SPV,
285,"['ORE', 'LAG']",KM 54 ARFEM FILLING STATION ONITEA,FKJ 823 XE,BUS,COM,TYT,HIACE,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,19.0,7,19,2018,600,900,300,1,4,ORE,LAG,SPV,
286,"['OWO', 'BEN']",KM 2 FRONT OF TIMBER GARAGE ,BKW 43 XA & KTU 239 XW,2 TRK,2 COM,MACK & DAF,TRK & TURBO TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4,7,2018,300,480,180,2,13,OWO,BEN,MDV,OBS
287,"['OWO', 'AKR']",KM 2 FEED MILL ,XQ  274 AGL,BUS,COM,TYT,HIACE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,9.0,6,7,2018,120,240,120,1,15,OWO,AKR,0,
288,"['OWO', 'AKR']",KM 0.7 FRM IKR  JUCNTION,LSD 704 XY,TRK,COM,DAF,TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8,7,2018,120,480,360,1,13,OWO,AKR,SPV,TBT
289,"['OWO', 'AKR']",KM 12 AMURIN,MUS 284 BJ,CAR,PVT,TYT,COROLLA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,7,2018,300,600,300,1,10,OWO,AKR,SPV,
290,"['OWO', 'AKR']",KM 3 NASFAT,EA 50 GGE,BUS,PVT,TYT,HIACE,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,9,7,2018,540,660,120,1,21,OWO,AKR,WOV,
291,"['OWO', 'T/SHIP']",KM 8 TECHNICAL COLLEGE,KER 137 AE & WWW 769 AA,2 CAR,2 PVT,TYT & NISSAN,MATRIX & SUNNY,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,9.0,11,7,2018,1920,2280,360,2,18,OWO,T/SHIP,SPV,WOV
292,"['OWO', 'AKR']",KM 17 AMURIN ,GQ 551 LND,CAR,PVT,V/WAGEN,GOLF,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,11,7,2018,180,600,420,1,15,OWO,AKR,TBT,
293,"['OWO', 'AKR']",KM 16 AMURIN,LND 149 ES,CAR,PVT,TYT,CAMRY,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,12,7,2018,240,780,540,1,12,OWO,AKR,SPV,
294,"['OWO', 'T/SHIP']",KM 4 ISALE OSI,2 NO NOS,TNK ?& BIKE,2 COM,MACK  & BIKE,TNK & BIKE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,7,15,2018,600,840,240,2,13,OWO,T/SHIP,SPV,
295,"['OWO', 'T/SHIP']",KM 3 OKE OGUN RD,GBB 304 XF & ABM 313 XA,BUS & TRL,2 COM,TYT & BENZ,HIACE & TRL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,16.0,7,16,2018,300,600,300,2,9,OWO,T/SHIP,SPV,
296,"['OWO', 'AKR']",KM 3 AFTER TISCO,BD 190 AKR & NO NOS,CAR & BIKE,2 COM,NISSAN & BIKE,ALMERA &? BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,7,17,2018,300,540,240,2,10,OWO,AKR,DGD,
297,"['OWO', 'AKR']",KM 9 AFTER EMURE,KSF 63 EZ,BUS,PVT,TYT,SIENNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,7,20,2018,300,600,300,1,9,OWO,AKR,SPV,TBT
298,"['OWO', 'IFON']",KM 10 IPELE JUCNTION OWO,KNA 111 NA,BUS,COM,TYT,HIACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,11.0,7,27,2018,360,720,360,1,16,OWO,IFON,MDV,SPV
299,"['OWO', 'AKR']",KM 1 ISUADA JUNCTION,MUS 116 BV,CAR,PVT,MAZDA,626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,7,29,2018,0,60,60,1,11,OWO,AKR,0,
300,"['IKR', 'OWO']",KM 25  OKE OKA,KRD 47 XD ,BUS,COM,TYT,HIACE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,17.0,6,7,2018,600,1440,840,1,15,IKR,OWO,WOV,
301,"['IKR', 'AJOWA']",KM 0.2 OPP JOHNDECK FILLING STATION ARIGIDI,ANG 516 AA & NO NOS,P/UP & TNK,2 COM,TYT & BEDFORD,P/UP & TNK,5.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,8.0,10,7,2018,780,1080,300,2,19,IKR,AJOWA,SPV,
302,"['IKR', 'ISUA']",KM 19 IWARO OKA MAGSTRATE COURT,MKR 629 ZB ,TRK,COM,MIST,TRK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7,28,2018,120,300,180,1,10,IKR,ISUA,BFL,
303,"['IKR', 'ISUA']",KM 17 IWARO HILL,EGB 209 AA & NO NOS,CAR & TRK,PVT & COM,NISSAN & DAF,SUNNY & TRK,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,7,29,2018,300,900,600,2,16,IKR,ISUA,BFL,
304,"['OND', 'AKR']",KM 7 IGBA,LEL 501 AA & NO NOS,CAR & BIKE,PVT & COM,TYT & HAOJUE,CAMRY & SUZUKI,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1,7,2018,480,780,300,2,17,OND,AKR,SPV,
305,"['OND', 'IFE']",YANEPE,"NND 528 HY, KTP 389 XA &  NND 755 XA","P/UP, BUS & CAR",PVT & 2 COM,2 TYT & NISSAN,"HILUX, PICNIC & SUNNY",2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,14.0,11,7,2018,600,1380,780,3,17,OND,IFE,SPV,
306,"['OND', 'IFE']",KM 9 OLONITELE,NND 455 HV & KTU 548 QD,BUS & BIKE,2 COM,TYT & HAOJUE,PREVIA & SUZUKI,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,17.0,7,22,2018,480,840,360,2,16,OND,IFE,SPV,
307,"['AKR', 'IPT']",KM 4 IBULESORO FUTA GATE,XC 261 ADK & MSA 499 XA,2 BUS,2 COM, 2TYT,2 HIACE,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,28.0,5,6,2018,180,360,180,2,14,AKR,IPT,DGD,
308,"['AKR', 'IPT']",KM 13 OWENA,ABC 134 ZV & LND 299 XU,2 BUS,2 COM,2 TYT,2 SIENNA,3.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,10.0,10,6,2018,240,480,240,2,13,AKR,IPT,WOV,
309,"['AKR', 'OND']",KM 11 APONMU,"AU 360 JJJ, BDG 590 CN & SMK 56 AJ",3 CAR,3 PVT,PGT & 2 TYT,"504, PREVIA & CAMRY",2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,1.0,2.0,0.0,6.0,11,6,2018,3900,4740,840,3,13,AKR,OND,WOV,
310,"['AKR', 'IPT']",KM 2 ALEJOLOWO AKURE,NO NOS,CAR,PVT,TYT,COROLLA,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6,14,2018,240,720,480,1,19,AKR,IPT,SPV,
311,"['AKR', 'OWO']",KM 2 ONYEARUGBULEM,JRV 353 QC & AZ 681 AKR,BIKE & CAR,COM & PVT,DAYLONG & HONDA,BIKE & CAR,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6,16,2018,180,360,180,2,17,AKR,OWO,SPV,
312,"['AKR', 'OWO']",KM 1 AYUS FILLING STATION,AKR 233 VY,BIKE,COM,TVS,BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6,23,2018,60,120,60,1,7,AKR,OWO,SPV,
313,"['AKR', 'OWO']",KM 3 ONYEARUGBULEM JUCNTION,BER 423 XA & AKD 608 XL,BUS & TRK,2 COM,TYT & SCANNIA,HIACE & TRK,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,6,24,2018,120,420,300,2,22,AKR,OWO,ROB,SPV
314,"['ORE', 'OND']",KM 3.5 GIOAN DAYO AXIS,NND 921 HV & XT 713 KSF,CAR & TRL,PVT & COM,V/WAGEN & DAF,GOLF & TRL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1,6,2018,780,1260,480,2,12,ORE,OND,DOT,
315,"['ORE', 'LAG']",KM 42 ONIPETESI AXIS,LSR 136 XW & BUR 121 XA,BUS & TRK,2 COM,FIAT & SCANIA,DUCATO & TRK,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,2,6,2018,300,600,300,2,14,ORE,LAG,SPV,
316,"['ORE', 'BEN']",KM 13 AKINJAGUNLA,NO NOS,TNK,COM,BEDFORD,TIMBER LORRY,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,6,6,2018,600,1320,720,1,14,ORE,BEN,SPV,
317,"['ORE', 'LAG']",KM 13 STEP DOWN,JJJ 460 XH,TRL,COM,IVECO,TRL,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,9,6,2018,360,720,360,1,12,ORE,LAG,SPV,
318,"['ORE', 'BEN']",KM 17 ASEJIRE AXIS,DT 31 A14,BUS,GOV,TYT,IVECO,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,11,6,2018,1500,2100,600,1,17,ORE,BEN,SPV,
319,"['ORE', 'BEN']",8M ORE JUCNTION,2 NO NOS,2 BIKE,2 COM,2 BAJAJ,2 BOXERS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6,15,2018,60,180,120,2,19,ORE,BEN,SPV,
320,"['ORE', 'BEN']",KM 2 AZOP BRIDGE,HIT & RUN & REL 410 UR,BIKE,COM,HAOJUE,SUZUKI,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6,16,2018,360,720,360,1,17,ORE,BEN,SPV,
321,"['ORE', 'OND']",KM 13 OPP ODIGBO NEW MARKET,SMK 593 AS & NO NOS,BUS & CAR,2 PVT,TYT & V/WAGEN,BUS & GOLF,3.0,3.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,9.0,6,19,2018,60,540,480,2,17,ORE,OND,DOT,SPV
322,"['ORE', 'LAG']",KM 40  ONIPETESI,AG 103 AKA,CAR,PVT,TYT,PREVIA,1.0,4.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,7.0,6,20,2018,960,1560,600,1,19,ORE,LAG,OBS,SPV
323,"['ORE', 'BEN']",KM 27 FIRST BRIDGE,EKY 491 CF,CAR,PVT,TYT,COROLLA,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,6,22,2018,240,480,240,1,15,ORE,BEN,SPV,
324,"['ORE', 'LAG']",KM 55 AJEBAMIDELE,DEG 41 XA & ARD 644 XM,2 TRL,2 COM,2 MACK,2 TRL,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,6,26,2018,300,600,300,2,10,ORE,LAG,SPV,
325,"['OWO', 'TSHIP']",KM 3 OPP TECHNICAL SCHL,AKD 59 EG & WWW 120 XA,JEEP & CAR,PVT & COM,TYT & NISSAN,4 RUNNER & PRIMERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,6,2018,300,1200,900,2,19,OWO,TSHIP,DGD,LOC
326,"['OWO', 'TSHIP']",KM 2 OPP ST MARY SEC. SCHL,BR 66 GWA,CAR,PVT,V/WAGEN ,GOLF,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,6,2018,180,300,120,1,20,OWO,TSHIP,TBT,
327,"['OWO', 'AKR']",KM 12 AMURIN ,ABH 373 XA & AKR 355 MM,2 CAR,2 PVT,V/WAGEN & PGT,GOLF & 406,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,11,6,2018,300,600,300,2,14,OWO,AKR,MDV,
328,"['OWO', 'IFON']",KM 2 SAGARI,XC 650 WWW & EPE 741 EG,CAR & JEEP,COM & PVT,NISSAN & MISTUBISHI,SUNNY & LANCER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6,23,2018,600,720,120,2,17,OWO,IFON,SPV,
