,route,location,vehicle_no,vehicle_type,vehicle_cat,vehicle_make,vehicle_model,no_injured_male_adult,no_injured_female_adult,no_injured_male_child,no_injured_female_child,total_injured,no_killed_male_adult,no_killed_female_adult,no_killed_male_child,no_killed_female_child,total_killed,no_involved_male_adult,no_involved_female_adult,no_involved_male_child,no_involved_female_child,total_involved,month,day,year,report_minus_crash,arrival_minus_crash,arrival_minus_report,no_automobile,hour,route:from,route:to,cause1,cause2
813,"['IKR', 'OWO']",KM 3 OPP ADEKUNLE AJASIN UNIVERSITY AKUNGBA AKOKO,EPE 581 XG ,TNK,COM,DAF,TNK ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6,27,2020,600,1200,600,1,16,IKR,OWO,SPV,LOC
814,"['IKR', 'OWO']",KM 1 OMUIYADUN IKARE,NO NOS & HIT & RUN,BIKE,COM,BIKE,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6,27,2020,600,1200,600,1,20,IKR,OWO,SPV,
815,"['IKR', 'AJOWA']",KM 6 GEDEGEDE BRIDGE,FKJ 133 GB,BUS,COM,TYT,SIENNA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,6,28,2020,300,900,600,1,19,IKR,AJOWA,SPV,LOC
816,"['OND', 'ORE']",KM 2 CATHOLIC JUNCTION ,EPE 87 AV & KWN 300 QN,CAR & BIKE,PVT & COM,TYT & BOXERS,CAMRY & BAJAJ,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,6,22,2020,120,600,480,2,17,OND,ORE,LOC,
817,"['IFON', 'AUCHI']",KM 5 OSE BRIDGE,NO NOS,TRL,COM,SINOKI,TRL,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,6,24,2020,300,600,300,1,17,IFON,AUCHI,SPV,
818,"['IFON', 'BEN']",KM 5,XE 697 LRN & NO NOS,BUS & BIKE,2 COM,PREVIA & BIKE,BUS & BIKE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,9.0,6,26,2020,300,540,240,2,13,IFON,BEN,SPV,
819,"['AKR', 'IPT']",KM 15 IGBARA OKE,JJJ 288 XZ,TRL,COM,HOWO,TRL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1,5,2020,1620,2940,1320,1,9,AKR,IPT,OVL,LOC
820,"['AKR', 'OWO']",SHAMROCK FILLING STATION,AKR 955 YZ & GGE 99 FK,2 CAR,COM & PVT,NISSAN & BENZ,ALMERA & 230,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,1,5,2020,420,660,240,2,21,AKR,OWO,SPV,LOC
821,"['AKR', 'IPT']",KM 1 OLOKO JUNCTION,SMG 556 ZR & LSR 291 FW,TRL & CAR,COM & PVT,TYT & DAF,TRL & MATRIX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,9,6,2020,300,600,300,2,16,AKR,IPT,WOV,SLV
822,"['AKR', 'T/SHIP']","KM 1 OPP FINGER PRINT HOTEL, OBA ILE RD AKURE",KZR 108 ST & AKR 306 RS,TRK & CAR,COM & PVT,HOWO & TYT,SINO & CAMRY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,9,5,2020,420,900,480,2,17,AKR,T/SHIP,SPV,
823,"['AKR', 'T/SHIP']","KM 1 OPP MUMMY'S PLACE NURSERY & PRY SCHL, OBAILE RD, AKURE",FKJ 738 CH & WEN 249 WT,CAR & BIKE,PVT & COM,TYT & TVS,CAMRY & BIKE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,10,5,2020,1320,1680,360,2,17,AKR,T/SHIP,SPV,LOC
824,"['AKR', 'ODA']","KM 3 ODA RD, AKURE","ANG 777 AA, CW  625 JJJ &  NO NOS",3 CAR,3 PVT,"TYT, BMW & NISSAN","CAMRY, BMW & ALMERA",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,7.0,10,5,2020,1620,2280,660,3,20,AKR,ODA,SPV,DUI
825,"['AKR', 'OWO']",SEBI JUNCTION,WWW 783 XA,CAR,PVT,TYT,PREVIAL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5,17,2020,960,1260,300,1,14,AKR,OWO,SPV,LOC
826,"['AKR', 'OWO']","KM 6 AFTER NNPC MEGA STATION, DPPR AREA",FKJ 280 FF & LCL 434 WX,CAR & BIKE,PVT & COM,BENZ & TVS,4MATIC & BIKE,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,5,17,2020,300,540,240,2,17,AKR,OWO,SPV,LOC
827,"['AKR', 'IPT']",KM 1 OPP ARCADE HOSTEL,HIT & RUN,0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5,17,2020,420,780,360,0,21,AKR,IPT,SPV,DGD
828,"['AKR', 'OWO']","KM 15 FIWASAYE, OPP IYEOMA PLAZA",NO NOS,TRK,COM,MARK,TIPPER,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5,22,2020,120,420,300,1,8,AKR,OWO,SPV,DGD
829,"['AKR', 'OWO']","KM 7 OIFO FILLING STATION, OPP BENIN GARAGE",NO NOS & AKR 113 WL,CAR & BIKE,PVT & COM,TYT & TVS,COROLA & BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,5,29,2020,300,600,300,2,15,AKR,OWO,SPV,LOC
830,"['ORE', 'BEN']",KM 8 DUNAMIS FILLING STATION,WER 561 ZE ,BUS,COM,TYT,HIACE,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,1,5,2020,480,1020,540,1,17,ORE,BEN,TBT,LOC
831,"['ORE', 'BEN']",KM 10 FROM BASE,EKY 73 XS & NO NOS,BUS & BIKE,2 COM,TYT & BAJAJ,HIACE & BIKE,7.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,12.0,5,17,2020,300,600,300,2,17,ORE,BEN,SPV,LOC
832,"['ORE', 'LAG']",KM 45,AO1  884  RS  &     SML 750 XA,CAR & TRK,GOV & COM,2 INNOSON       ,CAR & BENZ TRK,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,5,18,2020,300,600,300,2,6,ORE,LAG,SPV,BFL
833,"['OWO', 'AKR']",KM 7 SEKENE MARKET,2 NO NOS,BIKE & CAR,COM & PVT,BAJAJ & TYT,BOXERS & CAMRY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4,5,2020,120,300,180,2,15,OWO,AKR,DGD,SPV
834,"['OWO', 'AKR']",KM 10 AFTER EMURE MARKET,LSR 288 XZ,TRK,COM,SCANIA,TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,11,5,2020,900,1260,360,1,11,OWO,AKR,MDV,LOC
835,"['OWO', 'AKR']",KM 6 TISCO FARM,12C229FG,JEEP,GOV,TYT,JEEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,5,19,2020,600,900,300,1,10,OWO,AKR,BRD,SPV
836,"['OWO', 'IKR']",KM 20 BEFORE OSE BRIDGE,KSF 40 XU,BUS,COM,TYT,PICNIC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,5,29,2020,120,420,300,1,10,OWO,IKR,SPV,LOC
837,"['OND', 'ORE']",KM 3 FF JUNCTION,AJ 26 KTP & JK 155 APP,CAR & BIKE,PVT & COM,NISSAN& HAOJUE,PREMIER & ELEGANT,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,4,5,2020,300,900,600,2,19,OND,ORE,SPV,
838,"['OND', 'ORE']",KM 10 IGBADO,NND 103 AE & REE 150 QD,CAR & BIKE,PVT & COM,V/WAGEN & HAOJUE,GOLF & BIKE,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,7,5,2020,540,840,300,2,16,OND,ORE,DGD,LOC
839,"['OND', 'ORE']",KM 13 GBADE, FGB 183 JN & GBA 429 WZ,CAR & BIKE,PVT & COM,NISSAN & BOXERS,PREMIER & BIKE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5,13,2020,300,900,600,2,16,OND,ORE,OVL,
840,"['OND', 'ORE']",KM 2 SABO,"RMY 91 XA, EKY 635 GC, GGE 144 QF & XT 384 KSF","BUS, JEEP, TRICYCLE & TRK",PVT & 3 COM,"PGT, TYT, TVS & DAF","J5, RAV4, TRICYCLE &TRK",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,5,21,2020,300,600,300,4,17,OND,ORE,SPV,
841,"['OND', 'ORE']",KM 10 PAGBE,"SMK 246 XR, REE 736 XA, KTP 482 RG, REL 311 DM,  LAR 555 YD  & no nos","3 CAR, TRL, TNK & BIKE",3 PVT & 3 COM,"DAF,V/WAGEN, 2 TYT, VOLVO & SUZUKI","95 ATI, GOLF, CAMRY, AVENSIS, TNK & HAOJUE",4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,14.0,5,28,2020,1500,2100,600,6,10,OND,ORE,MDV,BFL
842,"['IFON', 'OWO']",KM 15IGBONLA VIA AJAGBALE,KSF 750 XK,CAR,PVT,NISSAN,VANETTE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,12,5,2020,180,600,420,1,12,IFON,OWO,SPV,LOC
843,"['AKR', 'T/SHIP']",KM 2 CATHDRAL WAY EDO LODGE JUNCTION OKE IJEBU,BDR 064 WZ,BIKE,COM,TVS,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,3,2020,600,1200,600,1,23,AKR,T/SHIP,SPV,LOC
844,"['AKR', 'OWO']",ILU ABO,ABJ 961 XD & DGW 149 XA,BUS & TRL,2 COM,FIAT & SINO,J5 & TRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,11,3,2020,1020,1800,780,2,13,AKR,OWO,SPV,LOC
845,"['AKR', 'OWO']",KM 2 AGBOGBO JUCNTION,FKY 387 YF & GGE 436 QT,BUS &  BIKE,2 COM,TYT & TVS,HAICE & BIKE,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3,14,2020,900,1500,600,2,4,AKR,OWO,SPV,LOC
846,"['AKR', 'OWO']",OWODE,WWW 989 MW & FST 213 XV ,BUS & TRL,2 COM,TYT & DAF,PICNIC & TRL,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,3,14,2020,600,1200,600,2,11,AKR,OWO,TBT,LOC
847,"['AKR', 'IPT']",SWAN JUNCTION ROAD BLOCK,ADK 85 EV,CAR,PVT,TYT,AVENSIS,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3,23,2020,600,900,300,1,20,AKR,IPT,WOV,
848,"['AKR', 'IPT']",FUTA N/GATE,AKR 666 XB & LSR 827 XM,CAR & TRK,2 COM,NISSAN & DAF,ALMERA & TRK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,8.0,3,24,2020,600,1200,600,2,20,AKR,IPT,WOV,
849,"['AKR', 'IPT']",INFRONT OF FRSC,EZ 391 ABC & AKR 921 VM,CAR & BIKE,PVT & COM,KIA &HONDA,OPTIMAL &BIKE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3,28,2020,0,0,0,2,14,AKR,IPT,LOC,
850,"['AKR', 'OWO']",KM 2 OLUFOAM JUNCTION,KJA 772 XD & REE 261 VS,CAR & BIKE,PVT & COM,M/BENZ & TVS,CAR & BIKE,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3,29,2020,240,480,240,2,17,AKR,OWO,SPV,
851,"['AKR', 'OND']",NTA AREA,KTU 561 XD,P/UP & BIKE,2 COM,NISSAN,P/UP,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3,30,2020,1260,2220,960,2,7,AKR,OND,SPV,UPD
852,"['ORE', 'LAG']",KM 30 AGO IDOGUN,BV 766GGE & BEN 479 YE,JEEP & BIKE,PVT & COM,MIST &  BOXERS,JET MOVER & BAJAJ,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,15.0,8,3,2020,420,900,480,2,15,ORE,LAG,SPV,
853,"['ORE', 'LAG']",KM 13 2ND BRIDGE B/4 OFOSU,KJA 328 FU,BUS,PVT,TYT,SIENNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,3,2020,1200,2700,1500,1,15,ORE,LAG,SPV,
854,"['ORE', 'BEN']",KM 4 TAMAK FILLING STATION,REL 834 XA,BUS,COM,HYUNDAI,BUS,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,10,3,2020,420,960,540,1,5,ORE,BEN,SPV,
855,"['ORE', 'BEN']",KM 4 SHOW BOY,NO NOS & KTP 690 AA,TRK & CAR,2 COM,HOWO & V/WAGEN,TRK & GOLF,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,3,20,2020,600,900,300,2,12,ORE,BEN,SPV,LOC
856,"['ORE', 'OND']",KM 10 OMIFON ,LND 713 LM,JEEP,PVT,PONTIAC VIBE,JEEP,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3,24,2020,300,600,300,1,13,ORE,OND,SPV,
857,"['ORE', 'OND']",KM 8 ORITA JUNCTION,LSR 824 XX,BUS,COM,MAZDA,BUS,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,1.0,14.0,3,24,2020,600,1200,600,1,11,ORE,OND,SPV,
858,"['ORE', 'LAG']",ONI PARAGA,GME 98 XA & AKD 467 FF,CAR & TRK,PVT & COM,DAF & LEXUS,TRK & GS300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3,30,2020,300,600,300,2,13,ORE,LAG,SPV,WOV
859,"['OWO', 'AKR']",KM 9 AMURIN,IMA 196 XA,BUS,COM,TYT,HAICE ,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,2,3,2020,780,1080,300,1,15,OWO,AKR,SPV,LOC
860,"['IKR', 'AJOWA']",KM 4 OLOKUN JUCNTION,FW 668 EKY,CAR,PVT,TYT,CAMRY,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3,3,2020,300,600,300,1,8,IKR,AJOWA,BFL,LOC
861,"['IKR', 'IBOROPA']",KM 5 FROM BASE,REE 122 XA,BUS,COM,TYT,HAICE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,15.0,3,21,2020,300,600,300,1,10,IKR,IBOROPA,BFL,LOC
862,"['IKR', 'IKARAM']",KM 4 ANGLICAN GRAMMER SCHL,RLG 337 XA,BUS,COM,SUZUKI ,MINI BUS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3,21,2020,300,600,300,1,20,IKR,IKARAM,WOV,SLV
863,"['OND', 'T/SHIP']",SALUWA AREA,XT 478 MUS & NSK 372 QF,P/UP & BIKE,2 COM,TYT & HAOJUE,DYNA & BIKE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3,3,2020,300,600,300,2,18,OND,T/SHIP,LOC,
864,"['OND', 'ORE']",KM 6 INDIGO,KJA 870 GE & AYE 308 QF,CAR & BIKE,PVT & COM,TYT & BOXERS,COROLLA & BAJAJ,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,10,3,2020,420,780,360,2,15,OND,ORE,SLV,LOC
865,"['OND', 'AKR']",KM 6 OBOTO ,AGB 210 YV & AAA 300 FT,BUS & CAR,COM & PVT,2 TYT,HAICE & CAMRY,7.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,14.0,3,19,2020,60,600,540,2,11,OND,AKR,DGD,LOC
866,"['IFON', 'OWO']",KM5 ORI OHIN BRIDGE,AKR 552 LZ,CAR,COM,V/WAGEN,JETTA,3.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,3,14,2020,300,600,300,1,18,IFON,OWO,SPV,
867,"['IFON', 'OWO']",KM 10 AJEDE VIA ELEGBEKA,TUN 528 XA,BUS,COM,NISSAN ,VANETTE,1.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,15.0,3,19,2020,180,480,300,1,11,IFON,OWO,SPV,
868,"['AKR', 'OWO']",KM 1 SEBI JUNCTION,"RRU 937 XA, AL 176 WWW & NO NOS","BUS, CAR & BIKE",2 COM & PVT,"FIAT, TYT & BIKE","BUS, CAMRY & BIKE",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,8,4,2020,180,300,120,3,17,AKR,OWO,WOV,
869,"['ORE', 'BEN']",KM 4 SHOWBOY,AKR 770 EA ,BUS,COM,TYT,HIACE,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,12,4,2020,180,540,360,1,6,ORE,BEN,SPV,LOC
870,"['OWO', 'IKR']",AFTER AGOPANU,LSR 886 XW & KTN  350 YZ,2 BUS,2 COM,TYT & PGT,HIACE & J5,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,3,4,2020,300,540,240,2,5,OWO,IKR,SPV,LOC
871,"['OWO', 'IKR']",KM 17 OPP CHANCERY HOTEL,WWW 340 WI,BIKE,COM,BAJAJ,BIKE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,30,2020,780,1260,480,1,14,OWO,IKR,SPV,LOC
872,"['OKA', 'AKUNGBA']",IWARO HILL,MUN 102 ZA,TRK,COM,DAF,TRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5,4,2020,600,1560,960,1,13,OKA,AKUNGBA,LOC,
873,"['OND', 'ORE']",MOTHER & CHILD HOSPITL,NND 378 WX,BIKE,COM,HONDA,BIKE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,21,2020,540,900,360,1,14,OND,ORE,SPV,LOC
